postcode_id,price_qm2007,price_qm_se2007,price_qm2008,price_qm_se2008,price_qm2009,price_qm_se2009,price_qm2010,price_qm_se2010,price_qm2011,price_qm_se2011,price_qm2012,price_qm_se2012,price_qm2013,price_qm_se2013,price_qm2014,price_qm_se2014,price_qm2015,price_qm_se2015,price_qm2016,price_qm_se2016,price_qm2017,price_qm_se2017,price_qm2018,price_qm_se2018,price_qm2019,price_qm_se2019,price_qm2020,price_qm_se2020,price_qm2021,price_qm_se2021,price_qm2022,price_qm_se2022,price_qm2023,price_qm_se2023,price_qm2024,price_qm_se2024,price_qm2025,price_qm_se2025
1067,1588.644,50.243797,1539.1808,44.94466,1489.3894,64.664093,1601.9135,27.659357,1743.3795,20.801033,1870.351,89.980431,1998.7916,62.935841,2242.4666,35.718822,2127.9714,4.3283362,2095.0232,2.2937834,2253.1108,128.63921,2604.802,83.817314,2737.458,108.34724,3104.4309,94.295021,3576.1335,20.809706,3986.3506,71.014084,3570.2419,78.620483,3449.6062,105.91166,3539.1926,149.41539
1069,1637.989,84.220238,1660.8016,71.414627,1608.0532,28.38637,1805.9219,8.1002026,1926.108,72.748154,2120.7344,110.22376,2206.7959,53.338814,2517.6287,48.27512,2337.8401,21.549683,2277.3877,61.911469,2475.4983,122.50705,2858.1016,82.515907,3090.343,114.5048,3402.8953,1.2753778,3691.7688,172.74638,4416.7075,228.29494,3777.396,170.13794,3667.1216,61.318836,3838.7844,91.979187
1097,1604.5397,47.225929,1583.8231,65.655327,1537.104,66.714951,1661.9818,64.08342,1806.7269,4.4291863,1895.7562,2.1158926,2096.6597,27.330715,2295.5503,89.767326,2179.7932,49.088791,2163.3013,117.70554,2316.6521,91.69809,2609.5354,86.113686,2918.551,54.317703,3084.6467,50.586338,3718.0024,82.594849,3945.9705,4.4176059,3517.5063,82.441666,3609.5378,74.937164,3644.7305,16.512657
1099,2197.7339,136.1515,2163.8015,99.794823,2176.1365,44.281734,2007.6447,2.3466499,2211.3091,8.5486717,2287.3301,213.50142,2571.0046,119.98933,2861.3655,150.15689,2683.656,128.76164,2817.5454,112.69412,2747.7532,22.355627,2141.5129,103.11328,2861.521,261.14764,2921.4512,153.82828,3945.9758,62.471741,4014.9675,477.36105,3855.3098,304.7247,4240.3394,372.7406,4070.4114,563.54852
1108,1653.5344,68.046494,1568.043,89.142792,1680.6522,25.483702,1663.0842,73.057968,1674.999,14.830233,1988.3245,32.592308,1920.297,24.794756,1737.9031,63.788136,1834.8467,153.87003,1914.8939,108.70832,1973.9182,310.09866,1660.6895,168.18158,1369.8716,47.722118,1687.9463,103.85157,2240.5286,27.057987,2802.0422,256.77661,2678.4756,37.146034,2902.8018,166.01173,2917.8032,291.15207
1109,1687.4886,148.96196,1666.4734,52.714493,1722.5586,20.808142,1674.3564,70.928909,1760.6428,64.999557,1939.5027,99.413284,2015.0536,11.901391,2143.9121,87.480522,2222.6438,23.577957,2315.699,17.909044,2429.5583,132.57159,2403.1924,72.526123,2481.5691,155.36111,2598.011,150.71739,3439.2969,213.73901,3393.9998,458.26968,3157.0425,111.46928,3370.9966,205.77386,3580.2273,151.19234
1127,1546.1256,58.547382,1519.5256,.47908479,1475.9376,19.41695,1593.3273,6.1916599,1751.3743,120.11813,1795.7638,110.47491,1900.2714,53.929325,2108.4094,51.535477,2066.8159,18.189529,2105.231,68.977448,2243.5127,84.600533,2497.2866,162.01297,2765.2542,38.191551,3110.5552,320.77429,3658.1875,68.042488,3749.4739,58.078007,3414.8464,27.256516,3522.1233,120.40758,3563.1516,20.490681
1129,1530.3545,31.941511,1468.4224,14.202048,1446.4923,4.2019658,1436.0585,5.0465751,1576.5685,69.953339,1638.3442,73.552078,1750.2699,76.571571,1923.4856,25.181046,1923.5095,89.95105,2015.3545,65.082932,2199.3442,12.774489,2403.1067,147.3736,2533.647,138.21806,2783.4844,216.46243,3479.105,32.727417,3570.5811,195.89368,3188.2734,71.299629,3273.7166,43.901928,3443.7146,36.300243
1139,1594.0641,23.717251,1476.7004,19.892593,1436.821,50.08773,1470.2527,63.353683,1559.9572,14.771677,1724.806,1.2296712,1852.7883,101.73572,1921.1367,105.15587,1969.4429,8.261548,2056.8022,44.39806,2271.395,23.615152,2424.3049,27.18824,2526.738,116.00198,2840.9094,135.34845,3432.9585,106.2598,3840.0662,142.29695,3501.3518,105.00083,3295.2219,1.1499497,3404.4016,285.21777
1157,1615.239,16.900293,1460.3523,110.0323,1414.155,50.627361,1450.124,34.619236,1526.7347,8.7221403,1731.8783,29.567352,1807.205,48.294315,1867.9187,45.965378,1950.5886,38.75098,1999.0853,52.658081,2168.1113,17.804737,2297.7732,116.01206,2391.4878,19.828442,2622.2856,84.133736,3270.7795,44.178551,3765.4846,.39599574,3359.1545,168.39951,3072.7729,145.89439,3207.6914,123.88449
1159,1534.63,111.99158,1502.3621,16.205252,1425.4449,33.336086,1519.9425,23.756916,1632.9486,35.376442,1859.0944,83.652443,1896.9761,32.046322,2154.2583,52.458385,2070.8123,3.7488999,2030.9916,9.3141985,2162.302,69.034149,2405.8767,87.300636,2594.7871,103.28117,2933.6577,76.044861,3240.8667,33.629745,3803.5833,68.371346,3370.0164,22.892424,3137.0334,45.088367,3374.094,84.274551
1169,1503.155,59.999882,1379.2601,102.28882,1365.1492,80.840553,1383.597,53.451263,1489.7458,2.0705688,1705.0376,100.1069,1707.5745,33.929089,1845.4868,78.281143,1913.5731,21.289492,1886.8735,152.97124,2006.849,140.71013,2126.1882,194.03867,2268.426,54.676235,2495.5938,158.576,2922.7466,111.1884,3529.2781,187.72639,3133.8975,38.424927,2803.5042,69.247383,3010.2505,166.36923
1187,1483.1234,16.352804,1524.1565,101.43127,1456.7638,8.3278828,1559.6477,62.995617,1655.745,80.353287,1911.2566,165.54659,1894.4851,79.198303,2170.2612,37.586441,2098.9766,3.3391764,2045.8644,61.67326,2138.8979,65.437454,2312.4651,121.77583,2578.1143,163.55237,2929.4392,130.62914,3063.5229,101.48855,3863.5186,20.491228,3324.6521,133.06554,3071.8037,178.98889,3366.1848,27.316032
1189,1367.1962,39.032772,1457.2692,79.09272,1408.5321,1.010542,1501.4144,60.23101,1590.4799,28.364008,1861.1057,194.84311,1803.2177,35.073357,2101.1721,173.6884,2034.9988,19.574188,1988.7437,20.267859,2047.7709,4.4477701,2124.0896,59.64402,2410.0466,236.64096,2656.6787,308.65317,2789.2356,188.53012,3683.6296,75.185631,3066.7698,39.030529,2798.5571,43.760471,3099.365,25.513004
